event;round;nbHeat;idLen;idStyle;abCat;date;time
201 ;0 ;4 ;3 ;0 ;"G" ;"12/06/08" ;"00:00" ;
205 ;0 ;3 ;3 ;0 ;"B" ;"12/06/08" ;"00:00" ;
209 ;0 ;2 ;3 ;0 ;"G" ;"12/06/08" ;"00:00" ;
213 ;0 ;2 ;3 ;0 ;"B" ;"12/06/08" ;"00:00" ;
301 ;0 ;1 ;0 ;3 ;"G" ;"12/06/08" ;"00:00" ;
303 ;0 ;4 ;1 ;2 ;"G" ;"12/06/08" ;"00:00" ;
307 ;0 ;4 ;1 ;2 ;"B" ;"12/06/08" ;"00:00" ;
310 ;0 ;3 ;1 ;0 ;"G" ;"12/06/08" ;"00:00" ;
314 ;0 ;3 ;1 ;0 ;"B" ;"12/06/08" ;"00:00" ;
318 ;0 ;5 ;0 ;1 ;"G" ;"12/06/08" ;"00:00" ;
322 ;0 ;4 ;0 ;1 ;"B" ;"12/06/08" ;"00:00" ;
326 ;0 ;3 ;0 ;3 ;"G" ;"12/06/08" ;"00:00" ;
330 ;0 ;3 ;0 ;3 ;"B" ;"12/06/08" ;"00:00" ;
334 ;0 ;1 ;2 ;2 ;"G" ;"12/06/08" ;"00:00" ;
336 ;0 ;5 ;2 ;0 ;"G" ;"12/06/08" ;"00:00" ;
340 ;0 ;4 ;2 ;0 ;"B" ;"12/06/08" ;"00:00" ;
344 ;0 ;2 ;2 ;2 ;"G" ;"12/06/08" ;"00:00" ;
348 ;0 ;2 ;2 ;2 ;"B" ;"12/06/08" ;"00:00" ;
401 ;0 ;1 ;1 ;4 ;"G" ;"12/06/08" ;"00:00" ;
403 ;0 ;3 ;2 ;4 ;"G" ;"12/06/08" ;"00:00" ;
407 ;0 ;2 ;2 ;4 ;"B" ;"12/06/08" ;"00:00" ;
411 ;0 ;4 ;1 ;4 ;"G" ;"12/06/08" ;"00:00" ;
415 ;0 ;3 ;1 ;4 ;"B" ;"12/06/08" ;"00:00" ;
501 ;0 ;1 ;0 ;1 ;"G" ;"12/06/08" ;"00:00" ;
502 ;0 ;1 ;0 ;1 ;"B" ;"12/06/08" ;"00:00" ;
503 ;0 ;5 ;1 ;0 ;"G" ;"12/06/08" ;"00:00" ;
507 ;0 ;4 ;1 ;0 ;"B" ;"12/06/08" ;"00:00" ;
510 ;0 ;2 ;1 ;2 ;"G" ;"12/06/08" ;"00:00" ;
514 ;0 ;2 ;1 ;2 ;"B" ;"12/06/08" ;"00:00" ;
518 ;0 ;4 ;0 ;3 ;"G" ;"12/06/08" ;"00:00" ;
522 ;0 ;3 ;0 ;3 ;"B" ;"12/06/08" ;"00:00" ;
526 ;0 ;3 ;0 ;1 ;"G" ;"12/06/08" ;"00:00" ;
530 ;0 ;2 ;0 ;1 ;"B" ;"12/06/08" ;"00:00" ;
534 ;0 ;2 ;2 ;0 ;"G" ;"12/06/08" ;"00:00" ;
536 ;0 ;4 ;2 ;1 ;"G" ;"12/06/08" ;"00:00" ;
540 ;0 ;3 ;2 ;1 ;"B" ;"12/06/08" ;"00:00" ;
544 ;0 ;3 ;2 ;0 ;"G" ;"12/06/08" ;"00:00" ;
548 ;0 ;2 ;2 ;0 ;"B" ;"12/06/08" ;"00:00" ;
999 ;4 ;1 ;0 ;0 ;"M" ;"12/06/08" ;"00:00" ;
