event;round;nbHeat;idLen;idStyle;abCat;date;time
601 ;0 ;12 ;1 ;0 ;"G" ;"03/15/09" ;"00:00" ;
602 ;0 ;7 ;2 ;0 ;"B" ;"03/15/09" ;"00:00" ;
603 ;0 ;4 ;0 ;2 ;"G" ;"03/15/09" ;"00:00" ;
604 ;0 ;3 ;1 ;2 ;"B" ;"03/15/09" ;"00:00" ;
605 ;0 ;3 ;3 ;4 ;"G" ;"03/15/09" ;"00:00" ;
606 ;0 ;5 ;1 ;3 ;"B" ;"03/15/09" ;"00:00" ;
607 ;0 ;6 ;1 ;1 ;"G" ;"03/15/09" ;"00:00" ;
608 ;0 ;4 ;0 ;1 ;"B" ;"03/15/09" ;"00:00" ;
609 ;0 ;3 ;2 ;3 ;"G" ;"03/15/09" ;"00:00" ;
610 ;0 ;1 ;2 ;0 ;"B" ;"03/15/09" ;"00:00" ;
611 ;0 ;2 ;1 ;0 ;"G" ;"03/15/09" ;"00:00" ;
612 ;0 ;1 ;1 ;2 ;"B" ;"03/15/09" ;"00:00" ;
613 ;0 ;1 ;0 ;2 ;"G" ;"03/15/09" ;"00:00" ;
614 ;0 ;1 ;1 ;3 ;"B" ;"03/15/09" ;"00:00" ;
615 ;0 ;1 ;1 ;1 ;"G" ;"03/15/09" ;"00:00" ;
616 ;0 ;1 ;0 ;1 ;"B" ;"03/15/09" ;"00:00" ;
617 ;0 ;1 ;2 ;3 ;"G" ;"03/15/09" ;"00:00" ;
651 ;0 ;8 ;1 ;4 ;"G" ;"03/15/09" ;"00:00" ;
652 ;0 ;5 ;2 ;4 ;"B" ;"03/15/09" ;"00:00" ;
653 ;0 ;6 ;3 ;0 ;"G" ;"03/15/09" ;"00:00" ;
654 ;0 ;11 ;0 ;0 ;"B" ;"03/15/09" ;"00:00" ;
655 ;0 ;3 ;2 ;2 ;"G" ;"03/15/09" ;"00:00" ;
656 ;0 ;2 ;2 ;1 ;"B" ;"03/15/09" ;"00:00" ;
657 ;0 ;6 ;0 ;3 ;"G" ;"03/15/09" ;"00:00" ;
658 ;0 ;1 ;2 ;4 ;"B" ;"03/15/09" ;"00:00" ;
659 ;0 ;1 ;1 ;4 ;"G" ;"03/15/09" ;"00:00" ;
660 ;0 ;1 ;0 ;0 ;"B" ;"03/15/09" ;"00:00" ;
661 ;0 ;1 ;2 ;2 ;"G" ;"03/15/09" ;"00:00" ;
662 ;0 ;1 ;2 ;1 ;"B" ;"03/15/09" ;"00:00" ;
663 ;0 ;1 ;0 ;3 ;"G" ;"03/15/09" ;"00:00" ;
664 ;0 ;1 ;3 ;4 ;"G" ;"03/15/09" ;"00:00" ;
665 ;0 ;2 ;3 ;4 ;"B" ;"03/15/09" ;"00:00" ;
666 ;0 ;3 ;2 ;0 ;"G" ;"03/15/09" ;"00:00" ;
667 ;0 ;2 ;2 ;0 ;"B" ;"03/15/09" ;"00:00" ;
668 ;0 ;1 ;3 ;4 ;"G" ;"03/15/09" ;"00:00" ;
669 ;0 ;0 ;3 ;4 ;"B" ;"03/15/09" ;"00:00" ;
670 ;0 ;1 ;2 ;0 ;"G" ;"03/15/09" ;"00:00" ;
671 ;0 ;1 ;2 ;0 ;"B" ;"03/15/09" ;"00:00" ;
999 ;0 ;1 ;0 ;0 ;"M" ;"03/15/09" ;"00:00" ;
