event;round;nbHeat;idLen;idStyle;abCat;date;time
201 ;0 ;1 ;0 ;3 ;"X" ;"09/29/12" ;"00:00" ;
203 ;0 ;7 ;1 ;2 ;"G" ;"09/29/12" ;"00:00" ;
204 ;0 ;3 ;1 ;2 ;"B" ;"09/29/12" ;"00:00" ;
205 ;0 ;4 ;1 ;0 ;"G" ;"09/29/12" ;"00:00" ;
206 ;0 ;4 ;1 ;0 ;"B" ;"09/29/12" ;"00:00" ;
207 ;0 ;8 ;0 ;1 ;"G" ;"09/29/12" ;"00:00" ;
208 ;0 ;4 ;0 ;1 ;"B" ;"09/29/12" ;"00:00" ;
209 ;0 ;4 ;0 ;3 ;"G" ;"09/29/12" ;"00:00" ;
210 ;0 ;4 ;0 ;3 ;"B" ;"09/29/12" ;"00:00" ;
211 ;0 ;1 ;2 ;2 ;"X" ;"09/29/12" ;"00:00" ;
213 ;0 ;6 ;2 ;0 ;"G" ;"09/29/12" ;"00:00" ;
214 ;0 ;3 ;2 ;0 ;"B" ;"09/29/12" ;"00:00" ;
215 ;0 ;2 ;2 ;2 ;"G" ;"09/29/12" ;"00:00" ;
216 ;0 ;2 ;2 ;2 ;"B" ;"09/29/12" ;"00:00" ;
301 ;0 ;2 ;1 ;4 ;"X" ;"09/29/12" ;"00:00" ;
303 ;0 ;4 ;2 ;4 ;"G" ;"09/29/12" ;"00:00" ;
304 ;0 ;3 ;2 ;4 ;"B" ;"09/29/12" ;"00:00" ;
305 ;0 ;4 ;1 ;4 ;"G" ;"09/29/12" ;"00:00" ;
306 ;0 ;4 ;1 ;4 ;"B" ;"09/29/12" ;"00:00" ;
401 ;0 ;2 ;0 ;1 ;"X" ;"09/29/12" ;"00:00" ;
403 ;0 ;7 ;1 ;0 ;"G" ;"09/29/12" ;"00:00" ;
404 ;0 ;2 ;1 ;0 ;"B" ;"09/29/12" ;"00:00" ;
405 ;0 ;2 ;1 ;2 ;"G" ;"09/29/12" ;"00:00" ;
406 ;0 ;3 ;1 ;2 ;"B" ;"09/29/12" ;"00:00" ;
407 ;0 ;6 ;0 ;3 ;"G" ;"09/29/12" ;"00:00" ;
408 ;0 ;3 ;0 ;3 ;"B" ;"09/29/12" ;"00:00" ;
409 ;0 ;3 ;0 ;1 ;"G" ;"09/29/12" ;"00:00" ;
410 ;0 ;3 ;0 ;1 ;"B" ;"09/29/12" ;"00:00" ;
411 ;0 ;1 ;2 ;0 ;"X" ;"09/29/12" ;"00:00" ;
413 ;0 ;4 ;2 ;1 ;"G" ;"09/29/12" ;"00:00" ;
414 ;0 ;3 ;2 ;1 ;"B" ;"09/29/12" ;"00:00" ;
415 ;0 ;3 ;2 ;0 ;"G" ;"09/29/12" ;"00:00" ;
416 ;0 ;3 ;2 ;0 ;"B" ;"09/29/12" ;"00:00" ;
