id;event;round ;heat
1 ;24 ;0 ;0 ;
2 ;1 ;0 ;0 ;
3 ;1 ;0 ;1 ;
4 ;1 ;0 ;2 ;
5 ;2 ;0 ;0 ;
6 ;2 ;0 ;1 ;
7 ;2 ;0 ;2 ;
8 ;2 ;0 ;3 ;
9 ;7 ;0 ;0 ;
10 ;8 ;0 ;0 ;
11 ;9 ;0 ;0 ;
12 ;10 ;0 ;0 ;
13 ;11 ;0 ;0 ;
14 ;12 ;0 ;0 ;
15 ;13 ;0 ;0 ;
16 ;13 ;0 ;1 ;
17 ;13 ;0 ;2 ;
18 ;14 ;0 ;0 ;
19 ;14 ;0 ;1 ;
20 ;14 ;0 ;2 ;
21 ;14 ;0 ;3 ;
22 ;19 ;0 ;0 ;
23 ;20 ;0 ;0 ;
24 ;21 ;0 ;0 ;
25 ;22 ;0 ;0 ;
26 ;23 ;0 ;0 ;
27 ;24 ;0 ;0 ;
