event;round;nbHeat;idLen;idStyle;abCat;date;time
301 ;0 ;9 ;1 ;0 ;"W" ;"12/02/12" ;"00:00" ;
302 ;0 ;6 ;2 ;0 ;"M" ;"12/02/12" ;"00:00" ;
303 ;0 ;7 ;0 ;2 ;"W" ;"12/02/12" ;"00:00" ;
304 ;0 ;6 ;1 ;2 ;"M" ;"12/02/12" ;"00:00" ;
305 ;0 ;3 ;3 ;4 ;"W" ;"12/02/12" ;"00:00" ;
306 ;0 ;5 ;1 ;3 ;"M" ;"12/02/12" ;"00:00" ;
307 ;0 ;7 ;1 ;1 ;"W" ;"12/02/12" ;"00:00" ;
308 ;0 ;5 ;0 ;1 ;"M" ;"12/02/12" ;"00:00" ;
309 ;0 ;5 ;1 ;4 ;"W" ;"12/02/12" ;"00:00" ;
310 ;0 ;0 ;0 ;4 ;"W" ;"12/02/12" ;"00:00" ;
321 ;0 ;1 ;2 ;0 ;"M" ;"12/02/12" ;"00:00" ;
322 ;0 ;1 ;1 ;0 ;"W" ;"12/02/12" ;"00:00" ;
323 ;0 ;1 ;1 ;2 ;"M" ;"12/02/12" ;"00:00" ;
324 ;0 ;1 ;0 ;2 ;"W" ;"12/02/12" ;"00:00" ;
325 ;0 ;1 ;1 ;3 ;"M" ;"12/02/12" ;"00:00" ;
326 ;0 ;1 ;1 ;1 ;"W" ;"12/02/12" ;"00:00" ;
327 ;0 ;1 ;0 ;1 ;"M" ;"12/02/12" ;"00:00" ;
328 ;0 ;1 ;1 ;4 ;"W" ;"12/02/12" ;"00:00" ;
331 ;0 ;2 ;11 ;4 ;"M" ;"12/02/12" ;"00:00" ;
332 ;0 ;1 ;11 ;0 ;"W" ;"12/02/12" ;"00:00" ;
401 ;0 ;4 ;2 ;3 ;"W" ;"12/02/12" ;"00:00" ;
402 ;0 ;4 ;2 ;4 ;"M" ;"12/02/12" ;"00:00" ;
403 ;0 ;1 ;7 ;4 ;"M" ;"12/02/12" ;"00:00" ;
404 ;0 ;4 ;3 ;0 ;"W" ;"12/02/12" ;"00:00" ;
405 ;0 ;5 ;0 ;0 ;"M" ;"12/02/12" ;"00:00" ;
406 ;0 ;5 ;2 ;2 ;"W" ;"12/02/12" ;"00:00" ;
407 ;0 ;2 ;5 ;0 ;"M" ;"12/02/12" ;"00:00" ;
408 ;0 ;7 ;0 ;3 ;"W" ;"12/02/12" ;"00:00" ;
409 ;0 ;5 ;2 ;1 ;"M" ;"12/02/12" ;"00:00" ;
421 ;0 ;1 ;2 ;3 ;"W" ;"12/02/12" ;"00:00" ;
422 ;0 ;1 ;2 ;4 ;"M" ;"12/02/12" ;"00:00" ;
423 ;0 ;1 ;0 ;3 ;"W" ;"12/02/12" ;"00:00" ;
424 ;0 ;1 ;0 ;0 ;"M" ;"12/02/12" ;"00:00" ;
425 ;0 ;1 ;2 ;2 ;"W" ;"12/02/12" ;"00:00" ;
426 ;0 ;1 ;2 ;1 ;"M" ;"12/02/12" ;"00:00" ;
999 ;4 ;1 ;0 ;0 ;"M" ;"12/02/12" ;"00:00" ;
