event;round;nbHeat;idLen;idStyle;abCat;date;time
101 ;0 ;4 ;6 ;1 ;"G" ;"23/05/08" ;"00:00" ;
104 ;0 ;3 ;6 ;1 ;"B" ;"23/05/08" ;"00:00" ;
107 ;0 ;3 ;0 ;0 ;"G" ;"23/05/08" ;"00:00" ;
110 ;0 ;3 ;0 ;0 ;"B" ;"23/05/08" ;"00:00" ;
113 ;0 ;2 ;2 ;0 ;"G" ;"23/05/08" ;"00:00" ;
116 ;0 ;2 ;2 ;0 ;"B" ;"23/05/08" ;"00:00" ;
119 ;0 ;3 ;1 ;4 ;"G" ;"23/05/08" ;"00:00" ;
122 ;0 ;3 ;1 ;4 ;"B" ;"23/05/08" ;"00:00" ;
125 ;0 ;4 ;6 ;2 ;"G" ;"23/05/08" ;"00:00" ;
128 ;0 ;3 ;6 ;2 ;"B" ;"23/05/08" ;"00:00" ;
131 ;0 ;3 ;0 ;3 ;"G" ;"23/05/08" ;"00:00" ;
134 ;0 ;2 ;0 ;3 ;"B" ;"23/05/08" ;"00:00" ;
201 ;0 ;2 ;0 ;1 ;"G" ;"23/05/08" ;"00:00" ;
204 ;0 ;2 ;0 ;1 ;"B" ;"23/05/08" ;"00:00" ;
207 ;0 ;5 ;6 ;0 ;"G" ;"23/05/08" ;"00:00" ;
210 ;0 ;4 ;6 ;0 ;"B" ;"23/05/08" ;"00:00" ;
213 ;0 ;3 ;6 ;0 ;"G" ;"23/05/08" ;"00:00" ;
214 ;0 ;1 ;6 ;0 ;"B" ;"23/05/08" ;"00:00" ;
215 ;0 ;2 ;2 ;0 ;"G" ;"23/05/08" ;"00:00" ;
218 ;0 ;2 ;2 ;0 ;"B" ;"23/05/08" ;"00:00" ;
221 ;0 ;2 ;6 ;3 ;"G" ;"23/05/08" ;"00:00" ;
224 ;0 ;2 ;6 ;3 ;"B" ;"23/05/08" ;"00:00" ;
227 ;0 ;2 ;0 ;2 ;"G" ;"23/05/08" ;"00:00" ;
230 ;0 ;4 ;0 ;2 ;"B" ;"23/05/08" ;"00:00" ;
301 ;0 ;4 ;0 ;1 ;"G" ;"23/05/08" ;"00:00" ;
304 ;0 ;4 ;0 ;1 ;"B" ;"23/05/08" ;"00:00" ;
307 ;0 ;2 ;0 ;0 ;"G" ;"23/05/08" ;"00:00" ;
310 ;0 ;3 ;0 ;0 ;"B" ;"23/05/08" ;"00:00" ;
313 ;0 ;3 ;2 ;0 ;"G" ;"23/05/08" ;"00:00" ;
316 ;0 ;3 ;2 ;0 ;"B" ;"23/05/08" ;"00:00" ;
319 ;0 ;2 ;1 ;4 ;"G" ;"23/05/08" ;"00:00" ;
322 ;0 ;2 ;1 ;4 ;"B" ;"23/05/08" ;"00:00" ;
325 ;0 ;3 ;0 ;2 ;"G" ;"23/05/08" ;"00:00" ;
328 ;0 ;3 ;0 ;2 ;"B" ;"23/05/08" ;"00:00" ;
331 ;0 ;2 ;0 ;3 ;"G" ;"23/05/08" ;"00:00" ;
334 ;0 ;3 ;0 ;3 ;"B" ;"23/05/08" ;"00:00" ;
