event;round;nbHeat;idLen;idStyle;abCat;date;time
401 ;0 ;5 ;2 ;4 ;"G" ;"03/10/13" ;"00:00" ;
402 ;0 ;4 ;2 ;4 ;"B" ;"03/10/13" ;"00:00" ;
403 ;0 ;9 ;2 ;0 ;"G" ;"03/10/13" ;"00:00" ;
404 ;0 ;7 ;2 ;0 ;"B" ;"03/10/13" ;"00:00" ;
405 ;0 ;5 ;2 ;1 ;"G" ;"03/10/13" ;"00:00" ;
406 ;0 ;4 ;2 ;1 ;"B" ;"03/10/13" ;"00:00" ;
407 ;0 ;11 ;0 ;2 ;"G" ;"03/10/13" ;"00:00" ;
408 ;0 ;7 ;0 ;2 ;"B" ;"03/10/13" ;"00:00" ;
409 ;0 ;5 ;1 ;3 ;"G" ;"03/10/13" ;"00:00" ;
410 ;0 ;4 ;1 ;3 ;"B" ;"03/10/13" ;"00:00" ;
420 ;0 ;1 ;2 ;4 ;"G" ;"03/10/13" ;"00:00" ;
421 ;0 ;1 ;2 ;4 ;"G" ;"03/10/13" ;"00:00" ;
422 ;0 ;1 ;2 ;4 ;"G" ;"03/10/13" ;"00:00" ;
423 ;0 ;1 ;2 ;4 ;"B" ;"03/10/13" ;"00:00" ;
424 ;0 ;1 ;2 ;4 ;"B" ;"03/10/13" ;"00:00" ;
425 ;0 ;1 ;2 ;4 ;"B" ;"03/10/13" ;"00:00" ;
426 ;0 ;1 ;2 ;0 ;"G" ;"03/10/13" ;"00:00" ;
427 ;0 ;1 ;2 ;0 ;"G" ;"03/10/13" ;"00:00" ;
428 ;0 ;1 ;2 ;0 ;"G" ;"03/10/13" ;"00:00" ;
429 ;0 ;1 ;2 ;0 ;"B" ;"03/10/13" ;"00:00" ;
430 ;0 ;1 ;2 ;0 ;"B" ;"03/10/13" ;"00:00" ;
431 ;0 ;1 ;2 ;0 ;"B" ;"03/10/13" ;"00:00" ;
451 ;0 ;11 ;1 ;4 ;"G" ;"03/10/13" ;"00:00" ;
452 ;0 ;8 ;1 ;4 ;"B" ;"03/10/13" ;"00:00" ;
453 ;0 ;5 ;2 ;2 ;"G" ;"03/10/13" ;"00:00" ;
454 ;0 ;4 ;2 ;2 ;"B" ;"03/10/13" ;"00:00" ;
455 ;0 ;15 ;0 ;0 ;"G" ;"03/10/13" ;"00:00" ;
456 ;0 ;11 ;0 ;0 ;"B" ;"03/10/13" ;"00:00" ;
457 ;0 ;9 ;1 ;1 ;"G" ;"03/10/13" ;"00:00" ;
458 ;0 ;6 ;1 ;1 ;"B" ;"03/10/13" ;"00:00" ;
