event;round;text
999 ;4 ;"" ;"" ;"" ;
301 ;0 ;"" ;"" ;"" ;
302 ;0 ;"" ;"" ;"" ;
303 ;0 ;"" ;"" ;"" ;
304 ;0 ;"" ;"" ;"" ;
305 ;0 ;"" ;"" ;"" ;
306 ;3 ;"15/16" ;"" ;"" ;
307 ;3 ;"17/18" ;"" ;"" ;
308 ;3 ;"19" ;"" ;"" ;
309 ;3 ;"14/15" ;"" ;"" ;
310 ;3 ;"16/17" ;"" ;"" ;
311 ;3 ;"18" ;"" ;"" ;
312 ;3 ;"15/16" ;"" ;"" ;
313 ;3 ;"17/18" ;"" ;"" ;
314 ;3 ;"19" ;"" ;"" ;
315 ;3 ;"14/15" ;"" ;"" ;
316 ;3 ;"16/17" ;"" ;"" ;
317 ;3 ;"18" ;"" ;"" ;
318 ;0 ;"18" ;"" ;"" ;
319 ;0 ;"18" ;"" ;"" ;
320 ;0 ;"18" ;"" ;"" ;
321 ;0 ;"18" ;"" ;"" ;
322 ;0 ;"18" ;"" ;"" ;
323 ;0 ;"18" ;"" ;"" ;
324 ;3 ;"18" ;"" ;"" ;
325 ;3 ;"18" ;"" ;"" ;
326 ;3 ;"18" ;"" ;"" ;
327 ;3 ;"18" ;"" ;"" ;
328 ;3 ;"18" ;"" ;"" ;
329 ;3 ;"18" ;"" ;"" ;
330 ;3 ;"18" ;"" ;"" ;
331 ;3 ;"18" ;"" ;"" ;
332 ;3 ;"18" ;"" ;"" ;
333 ;3 ;"18" ;"" ;"" ;
334 ;3 ;"18" ;"" ;"" ;
335 ;3 ;"18" ;"" ;"" ;
336 ;3 ;"18" ;"" ;"" ;
337 ;3 ;"18" ;"" ;"" ;
338 ;3 ;"18" ;"" ;"" ;
339 ;3 ;"18" ;"" ;"" ;
340 ;3 ;"18" ;"" ;"" ;
341 ;3 ;"18" ;"" ;"" ;
