event;round;nbHeat;idLen;idStyle;abCat;date;time
999 ;0 ;1 ;0 ;0 ;"M" ;"05/05/07" ;"00:00" ;
101 ;0 ;9 ;4 ;0 ;"M" ;"05/05/07" ;"00:00" ;
102 ;0 ;8 ;0 ;3 ;"W" ;"05/05/07" ;"00:00" ;
103 ;0 ;9 ;0 ;3 ;"M" ;"05/05/07" ;"00:00" ;
104 ;0 ;6 ;1 ;2 ;"W" ;"05/05/07" ;"00:00" ;
105 ;0 ;5 ;1 ;2 ;"M" ;"05/05/07" ;"00:00" ;
106 ;0 ;16 ;2 ;0 ;"W" ;"05/05/07" ;"00:00" ;
107 ;0 ;11 ;2 ;0 ;"M" ;"05/05/07" ;"00:00" ;
108 ;3 ;2 ;0 ;3 ;"W" ;"05/05/07" ;"00:00" ;
109 ;3 ;1 ;0 ;3 ;"W" ;"05/05/07" ;"00:00" ;
110 ;3 ;1 ;0 ;3 ;"W" ;"05/05/07" ;"00:00" ;
111 ;3 ;1 ;0 ;3 ;"B" ;"05/05/07" ;"00:00" ;
112 ;3 ;1 ;0 ;3 ;"B" ;"05/05/07" ;"00:00" ;
113 ;3 ;1 ;0 ;3 ;"M" ;"05/05/07" ;"00:00" ;
114 ;3 ;1 ;1 ;2 ;"W" ;"05/05/07" ;"00:00" ;
115 ;3 ;1 ;1 ;2 ;"W" ;"05/05/07" ;"00:00" ;
116 ;3 ;1 ;1 ;2 ;"W" ;"05/05/07" ;"00:00" ;
117 ;3 ;1 ;1 ;2 ;"B" ;"05/05/07" ;"00:00" ;
118 ;3 ;1 ;1 ;2 ;"B" ;"05/05/07" ;"00:00" ;
119 ;3 ;1 ;1 ;2 ;"M" ;"05/05/07" ;"00:00" ;
120 ;3 ;1 ;2 ;0 ;"G" ;"05/05/07" ;"00:00" ;
121 ;3 ;1 ;2 ;0 ;"G" ;"05/05/07" ;"00:00" ;
122 ;3 ;1 ;2 ;0 ;"W" ;"05/05/07" ;"00:00" ;
123 ;3 ;1 ;2 ;0 ;"B" ;"05/05/07" ;"00:00" ;
124 ;3 ;1 ;2 ;0 ;"B" ;"05/05/07" ;"00:00" ;
125 ;3 ;1 ;2 ;0 ;"M" ;"05/05/07" ;"00:00" ;
126 ;0 ;3 ;3 ;0 ;"M" ;"05/05/07" ;"00:00" ;
127 ;0 ;3 ;3 ;0 ;"M" ;"05/05/07" ;"00:00" ;
128 ;0 ;11 ;2 ;4 ;"W" ;"05/05/07" ;"00:00" ;
129 ;0 ;9 ;2 ;4 ;"M" ;"05/05/07" ;"00:00" ;
130 ;0 ;10 ;1 ;1 ;"W" ;"05/05/07" ;"00:00" ;
131 ;0 ;8 ;1 ;1 ;"M" ;"05/05/07" ;"00:00" ;
132 ;3 ;1 ;2 ;4 ;"G" ;"05/05/07" ;"00:00" ;
133 ;3 ;1 ;2 ;4 ;"G" ;"05/05/07" ;"00:00" ;
134 ;3 ;1 ;2 ;4 ;"W" ;"05/05/07" ;"00:00" ;
135 ;3 ;1 ;2 ;4 ;"B" ;"05/05/07" ;"00:00" ;
136 ;3 ;1 ;2 ;4 ;"B" ;"05/05/07" ;"00:00" ;
137 ;3 ;1 ;2 ;4 ;"M" ;"05/05/07" ;"00:00" ;
138 ;3 ;1 ;1 ;1 ;"G" ;"05/05/07" ;"00:00" ;
139 ;3 ;1 ;1 ;1 ;"G" ;"05/05/07" ;"00:00" ;
140 ;3 ;1 ;1 ;1 ;"W" ;"05/05/07" ;"00:00" ;
141 ;3 ;1 ;1 ;1 ;"B" ;"05/05/07" ;"00:00" ;
142 ;3 ;1 ;1 ;1 ;"B" ;"05/05/07" ;"00:00" ;
143 ;3 ;1 ;1 ;1 ;"M" ;"05/05/07" ;"00:00" ;
