id;event;round ;heat
1 ;999 ;4 ;0 ;
2 ;999 ;4 ;0 ;
3 ;1 ;0 ;0 ;
4 ;1 ;0 ;1 ;
5 ;1 ;0 ;2 ;
6 ;2 ;0 ;0 ;
7 ;2 ;0 ;1 ;
8 ;2 ;0 ;2 ;
9 ;3 ;0 ;0 ;
10 ;3 ;0 ;1 ;
11 ;3 ;0 ;2 ;
12 ;4 ;0 ;0 ;
13 ;5 ;0 ;0 ;
14 ;6 ;0 ;0 ;
15 ;7 ;0 ;0 ;
16 ;7 ;0 ;1 ;
17 ;7 ;0 ;2 ;
18 ;8 ;0 ;0 ;
19 ;8 ;0 ;1 ;
20 ;9 ;0 ;0 ;
21 ;9 ;0 ;1 ;
22 ;9 ;0 ;2 ;
23 ;10 ;0 ;0 ;
24 ;11 ;0 ;0 ;
25 ;12 ;0 ;0 ;
